LSOA_Code,LSOA_Name,LADcode,Local_authority_name,pop_2001,pop_2011,Median_House_Prices_2001,Median_House_Prices_2011,All_cat_qual_2001,Level_4_qualifications_and_above_2001,All_cat_qual_2011,Level_4_qualifications_and_above_2011,All_categories_NS_SeC_2001,X1_Higher_managerial_administrative_and_professional_occupations_2001,All_categories_NS_SeC_2011,X1_Higher_managerial_administrative_and_professional_occupations_2011,Median_income_2001,Median_income_2011
E01003737,Redbridge031A,E09000026,Redbridge,1546,1793,190000,351500,1128,238,1393,435,1132,101,1251,146,27410,37780
E01003738,Redbridge031B,E09000026,Redbridge,1761,2108,138500,268500,1317,248,1619,450,1318,113,1497,115,27610,36540
E01003739,Redbridge031C,E09000026,Redbridge,1482,2121,132250,282500,1033,186,1590,523,1034,68,1512,146,25950,35610
E01003740,Redbridge031D,E09000026,Redbridge,1744,2055,140000,335000,1279,278,1569,534,1278,107,1451,160,26550,35950
E01003741,Redbridge031E,E09000026,Redbridge,1504,1737,135000,192500,1082,159,1398,359,1082,79,1207,101,25990,34860
E01003742,Redbridge031F,E09000026,Redbridge,1680,2085,118500,240000,1200,293,1489,441,1198,101,1434,109,26030,35180
E01003743,Redbridge031G,E09000026,Redbridge,1509,1773,122000,227000,1079,211,1297,352,1073,66,1212,68,25450,33400
E01003744,Redbridge001A,E09000026,Redbridge,1317,1337,178750,400000,982,218,1153,396,985,141,997,204,32080,46010
E01003745,Redbridge001B,E09000026,Redbridge,1381,1435,400000,680000,1018,322,1136,486,1019,182,1043,245,38400,52370
E01003746,Redbridge001C,E09000026,Redbridge,1376,1486,207500,361000,1026,294,1261,493,1025,174,1042,218,33460,46270
E01003747,Redbridge001D,E09000026,Redbridge,1315,1343,330000,797500,920,312,1055,469,918,175,922,211,37190,50710
E01003748,Redbridge001E,E09000026,Redbridge,1468,1545,249475,346352,1049,379,1284,558,1052,231,1085,272,36800,48610
E01003749,Redbridge001F,E09000026,Redbridge,1441,1605,164000,299000,1102,403,1346,598,1108,163,1215,217,32630,44790
E01003750,Redbridge001G,E09000026,Redbridge,1568,1671,136498,220000,1122,374,1418,598,1122,153,1204,237,30590,43140
E01003751,Redbridge020A,E09000026,Redbridge,1623,1954,127250,260000,1175,236,1469,478,1177,99,1353,144,25570,35310
E01003752,Redbridge023A,E09000026,Redbridge,1803,2492,144000,194995,1313,345,1998,779,1315,138,1905,265,27630,37380
E01003753,Redbridge020B,E09000026,Redbridge,1529,1976,70250,225000,1122,292,1486,500,1120,102,1400,163,25290,35060
E01003754,Redbridge020C,E09000026,Redbridge,1531,1636,127500,250000,1072,268,1262,431,1069,117,1143,135,26140,35130
E01003755,Redbridge023B,E09000026,Redbridge,1501,2002,130000,250000,1084,230,1459,437,1086,75,1378,135,25760,36110
E01003756,Redbridge023C,E09000026,Redbridge,1764,2123,121500,246500,1263,292,1593,505,1264,83,1500,141,25190,35720
E01003757,Redbridge020D,E09000026,Redbridge,1673,1996,89950,274250,1232,359,1444,452,1236,120,1393,121,26020,34200
E01003758,Redbridge023D,E09000026,Redbridge,1650,2581,107000,165000,1049,221,1784,591,1047,64,1743,186,24210,33880
E01003759,Redbridge009A,E09000026,Redbridge,1460,1459,183998,427000,1077,324,1179,472,1077,155,1087,209,30650,44330
E01003760,Redbridge009B,E09000026,Redbridge,1484,1783,119000,236253,1062,212,1386,458,1060,98,1308,154,26950,38460
E01003761,Redbridge009C,E09000026,Redbridge,1534,1771,78000,94000,969,142,1184,252,970,55,1154,59,21970,31100
E01003762,Redbridge009D,E09000026,Redbridge,1495,1620,133998,302500,1087,316,1287,500,1088,153,1231,190,29900,41610
E01003763,Redbridge009E,E09000026,Redbridge,1710,1875,142500,278000,1231,228,1438,488,1232,100,1317,173,28530,39800
E01003764,Redbridge009F,E09000026,Redbridge,1628,1962,136500,283000,1246,364,1578,715,1247,165,1495,256,28500,41380
E01003765,Redbridge009G,E09000026,Redbridge,1458,1574,134950,342500,1124,367,1252,560,1125,175,1186,200,29690,43120
E01003766,Redbridge024A,E09000026,Redbridge,1642,1900,116000,280000,1160,247,1453,392,1160,78,1376,98,25280,33810
E01003767,Redbridge024B,E09000026,Redbridge,1527,1864,108000,243500,1048,257,1402,445,1051,75,1348,90,25140,32940
E01003768,Redbridge024C,E09000026,Redbridge,1498,1754,68500,290000,1158,269,1383,420,1161,101,1320,107,23310,32930
E01003769,Redbridge022A,E09000026,Redbridge,1348,1730,66000,229000,1007,237,1297,400,1008,61,1232,92,24720,32800
E01003770,Redbridge022B,E09000026,Redbridge,1512,2609,126248,250000,1099,274,1976,679,1097,99,1831,248,27010,36540
E01003771,Redbridge022C,E09000026,Redbridge,1468,1934,98400,202500,1127,277,1410,462,1127,95,1332,143,25700,34220
E01003772,Redbridge024D,E09000026,Redbridge,1505,1700,125000,245000,1108,270,1313,423,1107,104,1225,97,26510,35450
E01003773,Redbridge022D,E09000026,Redbridge,1410,1673,95000,250000,1012,199,1258,418,1011,89,1180,140,26890,37330
E01003774,Redbridge014A,E09000026,Redbridge,1590,1764,138995,292500,1268,465,1498,784,1269,254,1365,332,31830,44840
E01003775,Redbridge014B,E09000026,Redbridge,1559,1736,175500,250000,1191,500,1425,761,1192,249,1259,279,31990,44910
E01003776,Redbridge014C,E09000026,Redbridge,1515,1653,135000,215000,1010,309,1430,550,1012,118,1153,194,27680,38610
E01003777,Redbridge014D,E09000026,Redbridge,1609,1772,146000,280000,1251,534,1555,895,1258,231,1399,343,31870,45540
E01003778,Redbridge014E,E09000026,Redbridge,1519,1839,134000,242250,1127,465,1583,859,1128,196,1432,326,30660,43950
E01003779,Redbridge014F,E09000026,Redbridge,1572,1585,136498,395000,1093,378,1329,597,1089,154,1120,203,29820,42810
E01003780,Redbridge014G,E09000026,Redbridge,1490,1516,276000,575000,1045,354,1216,580,1044,189,1108,266,34970,48740
E01003781,Redbridge026A,E09000026,Redbridge,1474,1662,87998,195000,1063,361,1303,494,1062,126,1223,176,24850,36240
E01003782,Redbridge026B,E09000026,Redbridge,1420,1755,75000,210000,1001,226,1290,420,1001,55,1240,118,23160,33520
E01003783,Redbridge029A,E09000026,Redbridge,1428,2235,72000,191250,1133,317,1726,588,1136,106,1633,194,23220,32270
E01003784,Redbridge029B,E09000026,Redbridge,1488,1760,124000,249998,1118,329,1336,480,1118,101,1266,132,25210,34910
E01003785,Redbridge029C,E09000026,Redbridge,1549,1904,68500,135000,1193,389,1423,549,1192,168,1361,177,23820,33570
E01003786,Redbridge026C,E09000026,Redbridge,1304,1419,142500,250000,887,267,1091,437,885,103,1034,120,27620,38590
E01003787,Redbridge026D,E09000026,Redbridge,1468,1536,100000,210000,1085,355,1160,431,1086,104,1096,143,26860,36290
E01003788,Redbridge029D,E09000026,Redbridge,1512,1852,90000,153750,1176,379,1400,558,1177,141,1331,163,24240,33640
E01003789,Redbridge018A,E09000026,Redbridge,1439,1444,135000,465000,1108,444,1222,616,1109,169,1102,228,31180,47190
E01003790,Redbridge027A,E09000026,Redbridge,1393,1417,178000,395000,1052,342,1114,488,1054,111,1030,156,30860,42500
E01003791,Redbridge027B,E09000026,Redbridge,1494,1488,174995,466500,1093,338,1226,551,1098,149,1124,170,31600,45380
E01003792,Redbridge027C,E09000026,Redbridge,1459,1422,213500,426000,1035,390,1129,565,1036,155,1042,186,32770,46560
E01003793,Redbridge027D,E09000026,Redbridge,1371,1556,87000,209000,981,287,1272,450,977,113,1130,147,27140,36780
E01003794,Redbridge018B,E09000026,Redbridge,1572,1472,185000,402500,1130,339,1132,489,1129,157,1032,184,31040,44870
E01003795,Redbridge018C,E09000026,Redbridge,1313,1178,242000,538000,976,295,937,468,980,134,848,175,33190,48120
E01003796,Redbridge018D,E09000026,Redbridge,1465,1566,167500,317500,1082,359,1274,592,1083,173,1164,231,30840,45300
E01003797,RichmonduponThames001A,E09000027,Richmond upon Thames,1452,1479,671000,1430000,973,538,1108,674,977,238,958,285,43500,61860
E01003798,RichmonduponThames001B,E09000027,Richmond upon Thames,1367,1503,270000,660000,963,521,1225,771,961,241,1105,303,35820,50720
E01003799,RichmonduponThames001C,E09000027,Richmond upon Thames,1552,1621,605000,1220000,1132,667,1265,832,1133,289,1178,312,41160,58110
E01003800,RichmonduponThames001D,E09000027,Richmond upon Thames,1489,1573,207500,612500,1031,443,1221,622,1029,183,1119,208,32180,46690
E01003801,RichmonduponThames001E,E09000027,Richmond upon Thames,1144,1321,345000,631250,899,522,1089,694,909,226,1010,277,36570,51890
E01003802,RichmonduponThames001F,E09000027,Richmond upon Thames,1356,1328,440000,826500,1095,688,1099,734,1091,365,1033,340,38440,52500
E01003803,RichmonduponThames001G,E09000027,Richmond upon Thames,1463,1474,167500,390000,973,264,1191,385,969,102,1083,112,27740,40420
E01003804,RichmonduponThames005A,E09000027,Richmond upon Thames,1587,1758,205000,677000,1149,609,1370,833,1151,261,1256,340,33800,49270
E01003805,RichmonduponThames012A,E09000027,Richmond upon Thames,1631,1673,550000,925000,1147,611,1238,819,1144,288,1099,324,40200,57480
E01003806,RichmonduponThames012B,E09000027,Richmond upon Thames,1603,1605,585000,1115000,1013,550,1132,747,1014,249,1036,299,41180,60090
E01003807,RichmonduponThames005B,E09000027,Richmond upon Thames,1555,1795,212000,335000,1194,597,1484,851,1193,265,1366,332,33050,47870
E01003808,RichmonduponThames005C,E09000027,Richmond upon Thames,1677,1782,277555,520000,1230,665,1414,839,1231,331,1327,329,35740,50520
E01003809,RichmonduponThames005D,E09000027,Richmond upon Thames,1692,1735,450000,880000,1168,601,1340,827,1170,278,1208,322,38650,55020
E01003810,RichmonduponThames019A,E09000027,Richmond upon Thames,1521,1605,249950,557500,1129,474,1220,649,1129,217,1169,256,32790,48050
E01003811,RichmonduponThames018A,E09000027,Richmond upon Thames,1472,1548,217500,433750,1111,555,1176,729,1113,272,1127,270,33790,49580
E01003812,RichmonduponThames018B,E09000027,Richmond upon Thames,1685,1836,177000,330000,1272,527,1444,731,1271,205,1377,246,31670,46100
E01003813,RichmonduponThames019B,E09000027,Richmond upon Thames,1581,1630,307500,477475,1098,475,1312,698,1102,220,1150,228,34100,48020
E01003814,RichmonduponThames019C,E09000027,Richmond upon Thames,1617,1714,159950,440000,1165,500,1422,732,1167,229,1199,239,30880,44090
E01003815,RichmonduponThames019D,E09000027,Richmond upon Thames,1572,1798,189500,347250,1169,429,1416,679,1173,200,1328,225,30670,42880
E01003816,RichmonduponThames012C,E09000027,Richmond upon Thames,1516,1707,422500,837475,1046,408,1268,625,1044,168,1118,279,34200,51140
E01003817,RichmonduponThames012D,E09000027,Richmond upon Thames,1647,1913,169950,267500,1182,423,1652,722,1189,189,1418,262,28650,43840
E01003818,RichmonduponThames017A,E09000027,Richmond upon Thames,1515,1560,197500,270000,1114,479,1246,593,1118,173,1116,188,29110,41110
E01003819,RichmonduponThames017B,E09000027,Richmond upon Thames,1693,1675,137500,274500,1205,272,1330,442,1200,116,1219,140,24570,34860
E01003820,RichmonduponThames017C,E09000027,Richmond upon Thames,1813,1949,195000,362475,1255,356,1519,584,1255,133,1377,205,26850,39320
E01003821,RichmonduponThames008A,E09000027,Richmond upon Thames,1494,1513,279500,475000,1165,694,1329,876,1164,339,1196,379,34020,48330
E01003822,RichmonduponThames023A,E09000027,Richmond upon Thames,1450,1444,370000,643000,995,433,1149,607,994,214,1022,219,35310,49750
E01003823,RichmonduponThames023B,E09000027,Richmond upon Thames,1544,1638,220000,385000,1181,523,1429,770,1183,237,1278,277,32010,44880
E01003824,RichmonduponThames023C,E09000027,Richmond upon Thames,1557,1661,234750,445000,1057,484,1294,685,1060,217,1153,238,32610,47290
E01003825,RichmonduponThames023D,E09000027,Richmond upon Thames,1710,1762,205000,404975,1202,356,1379,595,1201,164,1266,241,31110,45720
E01003826,RichmonduponThames023E,E09000027,Richmond upon Thames,1617,1768,141500,311000,1158,265,1416,469,1160,118,1235,157,26680,39340
E01003827,RichmonduponThames023F,E09000027,Richmond upon Thames,1551,1712,186950,370000,1136,472,1387,676,1135,263,1316,221,31190,43810
E01003828,RichmonduponThames020A,E09000027,Richmond upon Thames,1490,1517,214000,312000,1105,425,1249,597,1110,182,1105,213,30290,42370
E01003829,RichmonduponThames020B,E09000027,Richmond upon Thames,1501,1675,138725,265000,1071,179,1329,371,1073,101,1220,114,24630,35980
E01003830,RichmonduponThames020C,E09000027,Richmond upon Thames,1673,1760,223750,327500,1217,406,1423,603,1219,157,1273,209,28790,41130
E01003831,RichmonduponThames020D,E09000027,Richmond upon Thames,1494,1618,149600,249975,1108,339,1269,469,1107,153,1154,187,28170,39420
E01003832,RichmonduponThames020E,E09000027,Richmond upon Thames,1497,1431,115000,215000,1061,221,1161,310,1060,95,1065,117,24270,34320
E01003833,RichmonduponThames020F,E09000027,Richmond upon Thames,1422,1386,121500,241750,1044,305,1149,404,1046,135,1029,116,26870,37150
E01003834,RichmonduponThames022A,E09000027,Richmond upon Thames,1529,1720,171000,345000,1209,548,1496,731,1208,220,1352,280,31370,43550
E01003835,RichmonduponThames022B,E09000027,Richmond upon Thames,1502,1527,326000,490000,1055,535,1128,721,1051,253,1062,257,35920,49960
E01003836,RichmonduponThames022C,E09000027,Richmond upon Thames,1523,1505,277500,580000,1007,412,1178,560,1010,202,1034,208,31010,43100
E01003837,RichmonduponThames022D,E09000027,Richmond upon Thames,1484,1812,235000,355000,1133,548,1445,822,1140,258,1273,333,34210,46980
E01003838,RichmonduponThames022E,E09000027,Richmond upon Thames,1429,1786,224500,500000,1050,536,1385,770,1051,254,1318,316,33220,45290
E01003839,RichmonduponThames022F,E09000027,Richmond upon Thames,1614,1871,174000,277500,1230,574,1500,755,1230,258,1390,279,31030,42020
E01003840,RichmonduponThames013A,E09000027,Richmond upon Thames,1433,1584,174975,280000,1044,242,1248,428,1045,98,1174,131,26760,36240
E01003841,RichmonduponThames013B,E09000027,Richmond upon Thames,1704,1932,109000,199250,1161,190,1488,405,1160,75,1389,97,23500,33020
E01003842,RichmonduponThames013C,E09000027,Richmond upon Thames,1706,1677,148200,250000,1184,215,1329,355,1179,92,1215,130,25190,35780
E01003843,RichmonduponThames013D,E09000027,Richmond upon Thames,1664,2044,140250,305000,1227,193,1607,419,1225,74,1457,130,25120,34790
E01003844,RichmonduponThames013E,E09000027,Richmond upon Thames,1448,1450,240725,395000,1073,285,1208,457,1073,123,1070,174,29160,41720
E01003845,RichmonduponThames013F,E09000027,Richmond upon Thames,1586,1626,179000,307500,1167,218,1353,390,1168,112,1190,147,27220,38220
E01003846,RichmonduponThames002A,E09000027,Richmond upon Thames,1703,1734,470000,742500,1181,721,1322,891,1183,357,1213,353,39460,56780
E01003847,RichmonduponThames002B,E09000027,Richmond upon Thames,1611,1582,218250,352200,1267,770,1389,885,1262,381,1238,328,34510,49280
E01003848,RichmonduponThames004A,E09000027,Richmond upon Thames,1570,1808,219475,354975,1196,574,1465,840,1196,284,1386,345,32280,44740
E01003849,RichmonduponThames002C,E09000027,Richmond upon Thames,1432,1534,299000,553250,1079,639,1243,837,1079,316,1122,324,36260,53020
E01003851,RichmonduponThames002D,E09000027,Richmond upon Thames,1615,1688,409250,640000,1145,762,1308,877,1147,386,1171,384,39160,56390
E01003852,RichmonduponThames003A,E09000027,Richmond upon Thames,1261,1324,188500,355000,976,533,1121,657,980,233,1011,243,32590,45040
E01003853,RichmonduponThames003B,E09000027,Richmond upon Thames,1504,1535,550000,990000,1026,510,1197,649,1026,208,1097,240,36310,50070
E01003854,RichmonduponThames003C,E09000027,Richmond upon Thames,1284,1413,291000,472500,977,538,1143,689,973,249,1058,251,34440,48860
E01003855,RichmonduponThames003D,E09000027,Richmond upon Thames,1458,1689,162000,385000,1074,417,1398,659,1071,175,1309,219,29870,42640
E01003856,RichmonduponThames003E,E09000027,Richmond upon Thames,1424,1568,227500,395000,1150,632,1288,781,1151,278,1237,309,33200,46530
E01003857,RichmonduponThames003F,E09000027,Richmond upon Thames,1500,1752,300000,588500,1173,594,1359,826,1171,297,1290,314,34350,49040
E01003858,RichmonduponThames003G,E09000027,Richmond upon Thames,1494,1638,352500,680500,1101,558,1252,783,1097,282,1205,312,36850,51750
E01003859,RichmonduponThames005E,E09000027,Richmond upon Thames,1527,1622,362000,647500,1048,506,1222,745,1050,224,1116,261,35560,51480
E01003860,RichmonduponThames002E,E09000027,Richmond upon Thames,1516,1691,332500,470000,1231,691,1454,977,1236,363,1389,426,35550,52710
E01003861,RichmonduponThames004C,E09000027,Richmond upon Thames,1505,1751,216000,491000,1205,713,1476,953,1205,373,1405,450,33520,46070
E01003862,RichmonduponThames004D,E09000027,Richmond upon Thames,1335,1388,192000,362475,1003,436,1123,559,1003,173,1034,236,30460,43160
E01003863,RichmonduponThames004E,E09000027,Richmond upon Thames,1325,1420,217500,595000,952,432,1152,561,950,196,990,233,31570,44470
E01003864,RichmonduponThames002F,E09000027,Richmond upon Thames,1373,1466,310000,450000,1016,603,1218,809,1018,273,1121,333,34710,50960
E01003865,RichmonduponThames004F,E09000027,Richmond upon Thames,1186,1311,195000,480000,856,339,1017,503,854,144,940,160,31670,43940
E01003866,RichmonduponThames007A,E09000027,Richmond upon Thames,1439,1587,275000,625000,1068,629,1195,822,1066,303,1121,333,37440,53620
E01003867,RichmonduponThames011A,E09000027,Richmond upon Thames,1396,1492,202000,412500,1021,397,1197,578,1024,165,1106,220,32180,45230
E01003868,RichmonduponThames007B,E09000027,Richmond upon Thames,1342,1506,198000,351000,1030,621,1169,804,1029,295,1135,340,35420,50980
E01003869,RichmonduponThames011B,E09000027,Richmond upon Thames,1446,1617,183725,335000,1130,631,1347,854,1128,312,1265,326,34340,47470
E01003870,RichmonduponThames011C,E09000027,Richmond upon Thames,1517,1870,250000,353750,1081,571,1428,881,1084,285,1353,372,35310,47720
E01003871,RichmonduponThames007C,E09000027,Richmond upon Thames,1464,1649,289950,677500,1140,543,1224,760,1144,225,1171,318,36670,52710
E01003872,RichmonduponThames007D,E09000027,Richmond upon Thames,1342,1451,175000,307500,1067,650,1172,768,1064,313,1102,317,34880,49700
E01003873,RichmonduponThames006A,E09000027,Richmond upon Thames,1533,1660,215400,361000,1227,751,1373,954,1233,352,1249,410,33570,47740
E01003874,RichmonduponThames006B,E09000027,Richmond upon Thames,1390,1529,285000,448000,1161,736,1305,915,1162,345,1235,410,35220,49600
E01003875,RichmonduponThames006C,E09000027,Richmond upon Thames,1378,1613,234750,1142500,1019,541,1258,775,1020,250,1123,320,33690,52730
E01003876,RichmonduponThames008B,E09000027,Richmond upon Thames,1515,1591,247000,499950,1205,743,1432,972,1205,341,1303,407,34520,51260
E01003877,RichmonduponThames008C,E09000027,Richmond upon Thames,1446,1482,265000,527999,1106,740,1216,823,1105,380,1082,373,37010,51850
E01003878,RichmonduponThames006D,E09000027,Richmond upon Thames,1495,1394,350000,475000,1085,438,1149,511,1086,188,1032,204,32840,47320
E01003879,RichmonduponThames008D,E09000027,Richmond upon Thames,1518,1551,280000,620000,1275,708,1296,790,1282,333,1245,359,36170,53100
E01003880,RichmonduponThames016A,E09000027,Richmond upon Thames,1434,1468,316725,611000,1015,524,1137,709,1015,230,1077,287,36470,51710
E01003881,RichmonduponThames016B,E09000027,Richmond upon Thames,1494,1837,246000,353000,1210,435,1619,593,1213,211,1559,238,34570,48890
E01003882,RichmonduponThames014A,E09000027,Richmond upon Thames,1620,1797,222500,559650,1230,623,1422,855,1231,283,1338,357,34950,49120
E01003883,RichmonduponThames014B,E09000027,Richmond upon Thames,1492,1775,202750,360000,1223,631,1474,898,1227,345,1409,342,34160,47980
E01003884,RichmonduponThames016C,E09000027,Richmond upon Thames,1536,1594,276000,430000,1139,533,1305,747,1137,284,1209,294,34150,47980
E01003885,RichmonduponThames016D,E09000027,Richmond upon Thames,1451,1516,197500,245000,1075,535,1185,697,1075,244,1098,286,33660,47540
E01003886,RichmonduponThames021A,E09000027,Richmond upon Thames,1524,1699,244475,485000,1134,600,1303,798,1132,255,1234,315,34170,48890
E01003887,RichmonduponThames021B,E09000027,Richmond upon Thames,1631,1724,210750,440000,1207,654,1392,850,1202,348,1294,347,34480,48080
